YEAR,FIPS,COUNTY,STATE,% INACTIVE
2018,1011,Bullock County,Alabama,17
2018,1029,Cleburne County,Alabama,19.3
2018,1037,Coosa County,Alabama,16.8
2018,1063,Greene County,Alabama,16.8
2018,2013,Aleutians East Borough,Alaska,19.2
2018,2020,Anchorage Municipality,Alaska,17.1
2018,2068,Denali Borough,Alaska,16.2
2018,2090,Fairbanks North Star Borough,Alaska,18.6
2018,2100,Haines Borough,Alaska,15.8
2018,2105,Hoonah-Angoon Census Area,Alaska,15
2018,2110,Juneau City and Borough,Alaska,15.5
2018,2122,Kenai Peninsula Borough,Alaska,19.4
2018,2130,Ketchikan Gateway Borough,Alaska,19
2018,2158,Kusilvak Census Area,Alaska,19.1
2018,2164,Lake and Peninsula Borough,Alaska,17.4
2018,2170,Matanuska-Susitna Borough,Alaska,19.3
2018,2180,Nome Census Area,Alaska,17.3
2018,2195,Petersburg Census Area,Alaska,17.8
2018,2198,Prince of Wales-Hyder Censu,Alaska,17.5
2018,2220,Sitka City and Borough,Alaska,15.5
2018,2230,Skagway Municipality,Alaska,15.8
2018,2240,Southeast Fairbanks Census Area,Alaska,18
2018,2275,Wrangell City and Borough,Alaska,16.7
2018,2282,Yakutat City and Borough,Alaska,16.1
2018,4005,Coconino County,Arizona,15.8
2018,4011,Greenlee County,Arizona,15.3
2018,4013,Maricopa County,Arizona,19.2
2018,4019,Pima County,Arizona,19.1
2018,4023,Santa Cruz County,Arizona,16.4
2018,4025,Yavapai County,Arizona,19.5
2018,5011,Bradley County,Arkansas,19.4
2018,5013,Calhoun County,Arkansas,19
2018,5089,Marion County,Arkansas,19.5
2018,5097,Montgomery County,Arkansas,16.8
2018,5127,Scott County,Arkansas,18.8
2018,5147,Woodruff County,Arkansas,17.5
2018,6001,Alameda County,California,14.7
2018,6003,Alpine County,California,14.3
2018,6005,Amador County,California,17.3
2018,6009,Calaveras County,California,16.3
2018,6011,Colusa County,California,15
2018,6013,Contra Costa County,California,15.3
2018,6015,Del Norte County,California,16.8
2018,6017,El Dorado County,California,16.1
2018,6021,Glenn County,California,14.6
2018,6023,Humboldt County,California,13.7
2018,6027,Inyo County,California,15.4
2018,6033,Lake County,California,16.8
2018,6037,Los Angeles County,California,17.3
2018,6041,Marin County,California,12.5
2018,6043,Mariposa County,California,13.3
2018,6045,Mendocino County,California,14.8
2018,6049,Modoc County,California,14.1
2018,6051,Mono County,California,13.8
2018,6055,Napa County,California,17.2
2018,6057,Nevada County,California,12.9
2018,6059,Orange County,California,14.8
2018,6061,Placer County,California,12.3
2018,6063,Plumas County,California,14.2
2018,6067,Sacramento County,California,19.2
2018,6069,San Benito County,California,17.9
2018,6073,San Diego County,California,15.6
2018,6075,San Francisco County,California,14.6
2018,6079,San Luis Obispo County,California,14.2
2018,6081,San Mateo County,California,14.6
2018,6083,Santa Barbara County,California,16.3
2018,6085,Santa Clara County,California,15.1
2018,6087,Santa Cruz County,California,11.6
2018,6089,Shasta County,California,14.8
2018,6091,Sierra County,California,14.1
2018,6093,Siskiyou County,California,17.4
2018,6097,Sonoma County,California,16
2018,6103,Tehama County,California,19
2018,6105,Trinity County,California,13.7
2018,6109,Tuolumne County,California,14.6
2018,6111,Ventura County,California,19.4
2018,6113,Yolo County,California,15.9
2018,8001,Adams County,Colorado,19.4
2018,8003,Alamosa County,Colorado,18
2018,8005,Arapahoe County,Colorado,16.5
2018,8007,Archuleta County,Colorado,11.1
2018,8009,Baca County,Colorado,17.3
2018,8011,Bent County,Colorado,15.1
2018,8013,Boulder County,Colorado,9.4
2018,8014,Broomfield County,Colorado,11.7
2018,8015,Chaffee County,Colorado,12.5
2018,8017,Cheyenne County,Colorado,16.3
2018,8019,Clear Creek County,Colorado,14.4
2018,8021,Conejos County,Colorado,16.6
2018,8023,Costilla County,Colorado,14.8
2018,8025,Crowley County,Colorado,14.6
2018,8027,Custer County,Colorado,15.9
2018,8029,Delta County,Colorado,14.9
2018,8031,Denver County,Colorado,15.1
2018,8033,Dolores County,Colorado,13.1
2018,8035,Douglas County,Colorado,8.8
2018,8037,Eagle County,Colorado,13.6
2018,8041,El Paso County,Colorado,15.6
2018,8039,Elbert County,Colorado,15.1
2018,8043,Fremont County,Colorado,18.8
2018,8045,Garfield County,Colorado,15
2018,8047,Gilpin County,Colorado,12.9
2018,8049,Grand County,Colorado,12.8
2018,8051,Gunnison County,Colorado,11.7
2018,8053,Hinsdale County,Colorado,14.5
2018,8055,Huerfano County,Colorado,18.2
2018,8057,Jackson County,Colorado,14.1
2018,8059,Jefferson County,Colorado,13.1
2018,8061,Kiowa County,Colorado,14.3
2018,8063,Kit Carson County,Colorado,17.1
2018,8067,La Plata County,Colorado,13.3
2018,8065,Lake County,Colorado,13.3
2018,8069,Larimer County,Colorado,11.2
2018,8073,Lincoln County,Colorado,17.5
2018,8075,Logan County,Colorado,19.2
2018,8077,Mesa County,Colorado,14.9
2018,8079,Mineral County,Colorado,13
2018,8081,Moffat County,Colorado,15.8
2018,8083,Montezuma County,Colorado,16.7
2018,8085,Montrose County,Colorado,17.4
2018,8087,Morgan County,Colorado,18.9
2018,8091,Ouray County,Colorado,14.6
2018,8093,Park County,Colorado,15.9
2018,8095,Phillips County,Colorado,17.3
2018,8097,Pitkin County,Colorado,11.4
2018,8099,Prowers County,Colorado,17.2
2018,8103,Rio Blanco County,Colorado,15.5
2018,8105,Rio Grande County,Colorado,17.5
2018,8107,Routt County,Colorado,11
2018,8109,Saguache County,Colorado,16.4
2018,8111,San Juan County,Colorado,13.6
2018,8113,San Miguel County,Colorado,12.6
2018,8115,Sedgwick County,Colorado,16.1
2018,8117,Summit County,Colorado,11.1
2018,8119,Teller County,Colorado,14.7
2018,8121,Washington County,Colorado,16.2
2018,8125,Yuma County,Colorado,18
2018,9001,Fairfield County,Connecticut,17.6
2018,9005,Litchfield County,Connecticut,17.5
2018,9007,Middlesex County,Connecticut,16.7
2018,9011,New London County,Connecticut,19.2
2018,9013,Tolland County,Connecticut,16.4
2018,11001,District Of Columbia,District of Columbia,18.5
2018,12073,Leon County,Florida,19.1
2018,12115,Sarasota County,Florida,18.8
2018,12119,Sumter County,Florida,17.9
2018,13003,Atkinson County,Georgia,14.8
2018,13005,Bacon County,Georgia,16.3
2018,13007,Baker County,Georgia,15.7
2018,13023,Bleckley County,Georgia,19.2
2018,13025,Brantley County,Georgia,16.5
2018,13027,Brooks County,Georgia,18
2018,13031,Bulloch County,Georgia,18.6
2018,13035,Butts County,Georgia,17.5
2018,13037,Calhoun County,Georgia,18.4
2018,13043,Candler County,Georgia,13.8
2018,13049,Charlton County,Georgia,17.7
2018,13053,Chattahoochee County,Georgia,15.3
2018,13055,Chattooga County,Georgia,18
2018,13057,Cherokee County,Georgia,18.6
2018,13059,Clarke County,Georgia,18.9
2018,13065,Clinch County,Georgia,15.1
2018,13079,Crawford County,Georgia,18
2018,13083,Dade County,Georgia,19.2
2018,13085,Dawson County,Georgia,18.4
2018,13089,Dekalb County,Georgia,18.8
2018,13093,Dooly County,Georgia,18.2
2018,13101,Echols County,Georgia,15.2
2018,13105,Elbert County,Georgia,19.3
2018,13107,Emanuel County,Georgia,19.4
2018,13109,Evans County,Georgia,16.2
2018,13113,Fayette County,Georgia,17.6
2018,13117,Forsyth County,Georgia,14.7
2018,13119,Franklin County,Georgia,16.9
2018,13125,Glascock County,Georgia,14.1
2018,13141,Hancock County,Georgia,14.8
2018,13143,Haralson County,Georgia,17.5
2018,13145,Harris County,Georgia,17.2
2018,13147,Hart County,Georgia,16.8
2018,13149,Heard County,Georgia,14.5
2018,13155,Irwin County,Georgia,18.7
2018,13159,Jasper County,Georgia,15.2
2018,13161,Jeff Davis County,Georgia,14.8
2018,13163,Jefferson County,Georgia,13
2018,13165,Jenkins County,Georgia,15.2
2018,13171,Lamar County,Georgia,15.6
2018,13173,Lanier County,Georgia,16.1
2018,13177,Lee County,Georgia,17.4
2018,13181,Lincoln County,Georgia,19.4
2018,13183,Long County,Georgia,17.9
2018,13187,Lumpkin County,Georgia,19.4
2018,13197,Marion County,Georgia,17.3
2018,13189,Mcduffie County,Georgia,17.2
2018,13191,Mcintosh County,Georgia,18.5
2018,13201,Miller County,Georgia,15.6
2018,13207,Monroe County,Georgia,17.7
2018,13209,Montgomery County,Georgia,16.2
2018,13211,Morgan County,Georgia,18.1
2018,13219,Oconee County,Georgia,15.2
2018,13227,Pickens County,Georgia,17.4
2018,13231,Pike County,Georgia,19.1
2018,13235,Pulaski County,Georgia,19.1
2018,13237,Putnam County,Georgia,17.7
2018,13239,Quitman County,Georgia,18.7
2018,13241,Rabun County,Georgia,15.1
2018,13243,Randolph County,Georgia,14.3
2018,13249,Schley County,Georgia,14.8
2018,13253,Seminole County,Georgia,15.3
2018,13259,Stewart County,Georgia,14.9
2018,13263,Talbot County,Georgia,15.1
2018,13265,Taliaferro County,Georgia,14.5
2018,13267,Tattnall County,Georgia,19.2
2018,13269,Taylor County,Georgia,15.6
2018,13271,Telfair County,Georgia,17.8
2018,13273,Terrell County,Georgia,18.8
2018,13281,Towns County,Georgia,14.9
2018,13283,Treutlen County,Georgia,16.7
2018,13287,Turner County,Georgia,18.7
2018,13289,Twiggs County,Georgia,18.8
2018,13291,Union County,Georgia,17.1
2018,13301,Warren County,Georgia,17.5
2018,13307,Webster County,Georgia,14.6
2018,13309,Wheeler County,Georgia,17.9
2018,13311,White County,Georgia,17
2018,13319,Wilkinson County,Georgia,14
2018,13321,Worth County,Georgia,17.4
2018,15001,Hawaii County,Hawaii,18.5
2018,15003,Honolulu County,Hawaii,19.3
2018,15005,Kalawao County,Hawaii,15.2
2018,15007,Kauai County,Hawaii,17
2018,15009,Maui County,Hawaii,16.4
2018,16001,Ada County,Idaho,15
2018,16003,Adams County,Idaho,14.6
2018,16009,Benewah County,Idaho,17.1
2018,16013,Blaine County,Idaho,13.5
2018,16015,Boise County,Idaho,18.1
2018,16017,Bonner County,Idaho,16.7
2018,16019,Bonneville County,Idaho,18.5
2018,16025,Camas County,Idaho,16.9
2018,16029,Caribou County,Idaho,16.5
2018,16033,Clark County,Idaho,14.2
2018,16035,Clearwater County,Idaho,19.1
2018,16037,Custer County,Idaho,17.4
2018,16039,Elmore County,Idaho,18.8
2018,16041,Franklin County,Idaho,19.1
2018,16051,Jefferson County,Idaho,18
2018,16055,Kootenai County,Idaho,18
2018,16057,Latah County,Idaho,15.2
2018,16061,Lewis County,Idaho,18.9
2018,16063,Lincoln County,Idaho,17.4
2018,16065,Madison County,Idaho,16.2
2018,16071,Oneida County,Idaho,19.4
2018,16073,Owyhee County,Idaho,18.2
2018,16079,Shoshone County,Idaho,17
2018,16081,Teton County,Idaho,15
2018,16085,Valley County,Idaho,14.9
2018,17003,Alexander County,Illinois,14.2
2018,17005,Bond County,Illinois,15.2
2018,17009,Brown County,Illinois,14.6
2018,17013,Calhoun County,Illinois,13.7
2018,17015,Carroll County,Illinois,16.6
2018,17017,Cass County,Illinois,14.3
2018,17021,Christian County,Illinois,17.6
2018,17023,Clark County,Illinois,18.4
2018,17025,Clay County,Illinois,16.1
2018,17027,Clinton County,Illinois,15.4
2018,17029,Coles County,Illinois,18.7
